categorie,question,A,B,C,bonne_reponse,commentaire,source
Cat C - Instruments financiers et crypto-actifs,Un CFD (contract for difference) est :,Un produit dérivé hautement spéculatif permettant de parier sur la hausse ou la baisse d'un actif sous-jacent,Un actif financier à long terme qui fonctionne comme une obligation d'état,Un instrument de placement sans risque,A,"Les CFD sont des produits dérivés car leur prix dépend de celui d'un autre actif (l'actif sous-jacent). Ils sont qualifiés de spéculatifs puisque l'investisseur ne possède pas l'actif, mais spécule plutôt sur ses mouvements de prix pour réaliser un profit.",amf-france.org/Epargne-Info-Service/Comprendre-les-produits-financiers/Produits-complexes/CFD
Cat C - Instruments financiers et crypto-actifs,Que peut-on affirmer à propos d'un produit complexe ?,Sa valorisation ne dépend pas d'un prix de marché mais d'une modélisation,Il est coté en pourcentage de sa valeur nominale,Il ne se négocie que sur les SMN,A,"Les produits complexes, tels que les dérivés ou les obligations structurées, n'ont pas de prix directement observable sur le marché. Leur valeur est donc estimée à travers des modèles mathématiques qui prennent en compte divers facteurs de risque et anticipations du marché.",COMOFI Livre II Titre Ier
Cat C - Instruments financiers et crypto-actifs,Comment se définit le risque opérationnel ?,"Le risque lié aux processus et systèmes, aux personnes ou aux événements externes",Le risque d'inefficacité d'une stratégie de marché,Le risque lié à toute opération de marché,A,"Le risque opérationnel englobe toute défaillance interne (processus, systèmes, personnes) ou externe (événements imprévus hors contrôle) pouvant entraîner des pertes financières ou atteintes à la réputation de l'entreprise, soulignant la variété des sources potentielles de ce risque.",Publication Comité de Bâle sur le contrôle bancaire : Saines pratiques pour la gestion et la surveillance du risque opérationnel
Cat C - Instruments financiers et crypto-actifs,"Dans le cadre de l'intermédiation de biens divers, lorsque l'AMF constate que l'opération n'est plus conforme au document d'information, elle peut :",Ordonner que soit mis fin à tout démarchage,Les deux réponses à la fois,Radier le gestionnaire de biens,A,"L'AMF s'assure que les opérations respectent les informations officielles. Si ces conditions ne sont plus remplies, stopper le démarchage protège les investisseurs contre des pratiques trompeuses ou des informations erronées.",CMF 551-3
Cat C - Instruments financiers et crypto-actifs,Quel est le critère principal permettant de définir un intermédiaire en bien divers ?,Les modalités de commercialisation des biens divers,La carte de démarcheur en biens divers,La spécialisation de l'intermédiaire sur une activité de biens d'investissement atypiques,A,"Un intermédiaire en biens divers est principalement défini par sa méthode de commercialisation, car cela impacte directement l'offre, la visibilité et l'accessibilité des biens au public, éléments clés qui distinguent son rôle et sa fonction dans la chaîne de distribution.",COMOFI art. L.550-1
Cat C - Instruments financiers et crypto-actifs,Le cours coté d'une obligation :,Est égal à la capitalisation boursière de la société émettrice divisé par le nombre d'obligations,Est présenté en pourcentage du prix d'émission de l'obligation,Est présenté en pourcentage de la valeur nominale de l'obligation,C,"Les obligations sont cotées en pourcentage pour standardiser la comparaison de leur prix, quel que soit leur valeur nominale individuelle. Cela permet aux investisseurs de voir rapidement le prix relatif par rapport à la valeur initialement définie à l'émission.",COMOFI Livre II Titre Ier Mathématiques financières
Cat C - Instruments financiers et crypto-actifs,"En matière de prestataire de services sur actif numérique, quelle affirmation est exacte ?",Les prestataires de services sur actif numériques peuvent demander un agrément optionnel à l'AMF,Seuls les prestataires proposant le services d'achat/vente et de conservation de crypto-actifs doivent demander un agrément,Les prestataires de services sur actif numériques doivent demander un agrément optionnel à l'AMF,A,"L'agrément de l'AMF, bien que non obligatoire pour tous les services, est disponible pour les prestataires de services sur actifs numériques qui souhaitent renforcer leur crédibilité et se conformer à des standards élevés de sécurité et de transparence, assurant ainsi une meilleure protection des investisseurs.","Publication AMF ' Crypto-monnaies ' (Bitcoin, etc.) : attention aux arnaques ! 26/04/2018"
Cat C - Instruments financiers et crypto-actifs,"En France, les ICO peuvent faire l'objet d'un démarchage auprès du public :",Uniquement pour les offres au public de jetons ayant reçu le visa de l'AMF,Sans aucune condition préalable,Uniquement pour les offres au public de jetons ouvertes à la souscription par moins de 150 personnes,A,"En France, l'AMF (Autorité des marchés financiers) régule les ICOs. Seules celles ayant obtenu un visa de l'AMF peuvent être démarchées publiquement, assurant ainsi la protection des investisseurs en vérifiant la conformité et la transparence de l'offre.",Note AMF ' Offres au public de jetons - Initial Coin Offering (ICO) ' publié le 6 juin 2019
Cat C - Instruments financiers et crypto-actifs,Les Contracts For Differences (CFD) sont :,Des options dont l' 'actif sous-jacent' est la différence entre les cours de deux actions,Des instruments financiers spéculatifs pariant sur des variations à la hausse ou à la baisse d'un 'actif sous-jacent',Des contrats d'assurance vie,B,Les CFD permettent de spéculer sur le mouvement des prix d'un actif sans l'acheter physiquement ; les investisseurs visent à profiter des différences de prix entre l'entrée et la sortie de leur position.,Note AMF ' les CFD (contracts for difference) ' publié le 18 october 2018
Cat C - Instruments financiers et crypto-actifs,Le Bitcoin a-t-il cours légal en France ?,"Non, seul l'euro a cours légal en France","Non, mais il doit être accepté pour toutes les transactions en ligne","Oui, et il doit être accepté par tous les commerces",A,"En France, le seul moyen de paiement ayant cours légal, c’est-à-dire reconnu par l'État pour régler des dettes, est l'euro. Le Bitcoin, étant une cryptomonnaie, ne bénéficie pas de ce statut.",Publication AMF : Investir dans le Bitcoin : prudence ! 15/11/2017
Cat C - Instruments financiers et crypto-actifs,"Lorsque les taux de référence augmentent, la valeur de marché d'une obligation à taux fixe :",Diminue,Reste constante,Augmente,A,"Les obligations à taux fixe paient des intérêts constants. Si les taux de référence augmentent, de nouvelles obligations offrent des taux plus élevés, rendant les anciennes moins attractives. Leur prix doit alors baisser pour offrir un rendement compétitif, d'où la diminution de leur valeur de marché.",vernimmen 2020 chap 23
Cat C - Instruments financiers et crypto-actifs,"Un bon de souscription donne droit à son titulaire de souscrire à un autre titre financier à un prix fixé à l'avance, pendant une période :",Limitée à la durée de vie de la société,Indéterminée,"Donnée, déterminée par l'émetteur",C,"Un bon de souscription est lié à des termes spécifiques définis par l'émetteur, y compris la période durant laquelle le titulaire peut exercer son droit de souscription à un prix prédéfini.","Ouvrage Finance d'entreprise 2019 - Pierre vernimmen, Pascal Quiry, Yann Le fur - Editions Dalloz, chapitre 26 - Les titres hybrides, point 26.2"
Cat C - Instruments financiers et crypto-actifs,Quelles communications à caractère promotionnel le CIF peut-il utiliser pour conseiller une offre en biens divers ?,Seules les communications à caractère promotionnel sur support numérique sont soumises à l'autorisation de l'AMF,Les projets de communication à caractère promotionnels doivent d'abord être déposés à l'AMF dans le cadre de l'enregistrement d'une opération en biens divers,"Grâce à son statut, le CIF n'est pas tenu à une obligation particulière lorsqu'il fait de la publicité pour des investissements en biens divers",B,"Les CIF (Conseillers en Investissements Financiers) doivent se conformer aux réglementations de l'AMF qui exigent l'approbation préalable de tout matériel promotionnel, pour assurer la transparence et la protection des investisseurs, avant de l'utiliser pour conseiller sur des biens divers.","RG AMF art. 441-3 / Instruction AMF DOC-2017-06 / C. mon. fin., art. L. 550-1 / Position - Recommandation AMF DOC-2006-23."
Cat C - Instruments financiers et crypto-actifs,Le PER est un indice utilisé pour :,Mesurer la valeur théorique d'une obligation,Mesurer la valeur théorique d'une action,Mesurer la valeur théorique d'une OAT,B,"Le PER (Price-to-Earnings Ratio) compare le prix actuel d'une action au bénéfice net par action. Cela aide les investisseurs à évaluer si une action est surévaluée ou sous-évaluée par rapport à ses bénéfices, offrant ainsi une mesure de sa valeur théorique.","Ouvrage ' Finance de marché: Instruments de base, produits dérivés, portefeuilles et risques ' Poncet et Portait"
Cat C - Instruments financiers et crypto-actifs,Quelle est la durée maximum des Bons du Trésor à taux fixe émis par l'état français ?,2 ans,10 ans,1 an,C,"Les Bons du Trésor à taux fixe, émis par l'État français pour financer le déficit budgétaire, ont une échéance ne pouvant excéder 1 an, ce qui les différencie des obligations plus longues comme les OAT. Ils sont donc prévus pour des besoins de financement à court terme.",Agence France-Trésor : Accueil > La dette de l'Etat > Les produits > Les BTF
Cat C - Instruments financiers et crypto-actifs,La sensibilité d'une obligation est liée à l'évolution des taux d'intérêts et à :,Sa durée résiduelle,Sa valeur nominale,La qualité du sous-jacent,A,"La sensibilité d'une obligation mesure l'impact des variations des taux d'intérêt sur son prix. Plus la durée résiduelle de l'obligation est longue, plus son prix sera affecté par les changements des taux, car les flux futurs seront actualisés sur une période plus longue.",vernimmen 2020 chap 22
